metric,src_layer,tgt_layer,sdc_group,mean_value,sample_count,finite_step_count
mean_diff,6,7,significant_sdc,2.0248380159214586e+29,1131,48567
mean_diff,7,8,non_sdc,0.02019175028404967,7958,126662
mean_diff,7,8,non_significant_sdc,0.02085396197653226,8526,154923
mean_diff,7,8,significant_sdc,3.141273861177345e+28,1103,47191
mean_diff,8,9,non_sdc,0.025074917935907624,7958,126662
mean_diff,8,9,non_significant_sdc,0.025441212153744654,8526,154923
mean_diff,8,9,significant_sdc,5.39309137301008e+29,1073,45693
mean_diff,9,10,non_sdc,0.023755511835443482,7958,126662
mean_diff,9,10,non_significant_sdc,0.024117727400232755,8526,154923
mean_diff,9,10,significant_sdc,5.904898613287732e+28,1056,44983
mean_diff,10,11,non_sdc,0.021571179140097794,7958,126662
mean_diff,10,11,non_significant_sdc,0.022497639731834735,8526,154923
mean_diff,10,11,significant_sdc,1.2807915503254804e+31,1042,44215
mean_diff,11,12,non_sdc,0.02402924239384234,7958,126662
mean_diff,11,12,non_significant_sdc,0.025005357475736664,8526,154911
mean_diff,11,12,significant_sdc,6.431239467977943e+29,1017,42880
mean_diff,12,13,non_sdc,0.026125442652684454,7958,126662
mean_diff,12,13,non_significant_sdc,0.02807003036077307,8526,154885
mean_diff,12,13,significant_sdc,1.2155419195651824e+29,980,41232
mean_diff,13,14,non_sdc,0.024345260696338716,7958,126662
mean_diff,13,14,non_significant_sdc,0.02589869481912649,8526,154885
mean_diff,13,14,significant_sdc,2.5257061759192233e+30,965,40508
mean_diff,14,15,non_sdc,0.02494445687334238,7958,126662
mean_diff,14,15,non_significant_sdc,0.025222976020312676,8526,154885
mean_diff,14,15,significant_sdc,1.2926401061267338e+31,948,39616
mean_diff,15,16,non_sdc,0.02745951635511156,7958,126662
mean_diff,15,16,non_significant_sdc,0.028209496411367427,8526,154885
mean_diff,15,16,significant_sdc,2.2641703570689055e+29,938,39117
mean_diff,16,17,non_sdc,0.028198766584354055,7958,126662
mean_diff,16,17,non_significant_sdc,0.02874974376232176,8526,154885
mean_diff,16,17,significant_sdc,2.534540848118093e+29,907,37682
mean_diff,17,18,non_sdc,0.03790073620095832,7958,126662
mean_diff,17,18,non_significant_sdc,0.03743476208745114,8526,154885
mean_diff,17,18,significant_sdc,1.987859359435609e+29,894,37021
mean_diff,18,19,non_sdc,0.04612744249847816,7958,126662
mean_diff,18,19,non_significant_sdc,0.04559225077287733,8526,154885
mean_diff,18,19,significant_sdc,3.6512664248642916e+28,885,36551
mean_diff,19,20,non_sdc,0.04636581073308949,7958,126662
mean_diff,19,20,non_significant_sdc,0.04546807740607841,8526,154885
mean_diff,19,20,significant_sdc,2.1339688243677844e+29,855,35089
mean_diff,20,21,non_sdc,0.05018147288740999,7958,126662
mean_diff,20,21,non_significant_sdc,0.0525093292809614,8526,154885
mean_diff,20,21,significant_sdc,3.4368820644770125e+29,810,32916
mean_diff,21,22,non_sdc,0.06320646471388916,7958,126662
mean_diff,21,22,non_significant_sdc,0.0628013550955878,8526,154885
mean_diff,21,22,significant_sdc,1.0834492304491413e+29,795,32185
mean_diff,22,23,non_sdc,0.06400550167845694,7958,126662
mean_diff,22,23,non_significant_sdc,0.06337442212656144,8526,154885
mean_diff,22,23,significant_sdc,3.9665631268648136e+29,771,31004
mean_diff,23,24,non_sdc,0.06665904106030515,7958,126662
mean_diff,23,24,non_significant_sdc,0.06754598369156495,8526,154885
mean_diff,23,24,significant_sdc,3.808937427190637e+29,747,29819
mean_diff,24,25,non_sdc,0.07794182795726974,7958,126662
mean_diff,24,25,non_significant_sdc,0.08021113926756569,8526,154885
mean_diff,24,25,significant_sdc,5.116689752913584e+29,718,28344
mean_diff,25,26,non_sdc,0.08761106065754184,7958,126662
mean_diff,25,26,non_significant_sdc,0.08874155469750178,8526,154885
mean_diff,25,26,significant_sdc,2.695685216289214e+29,684,26644
mean_diff,26,27,non_sdc,0.12000780498812419,7958,126662
mean_diff,26,27,non_significant_sdc,0.12489946020727898,8526,154849
mean_diff,26,27,significant_sdc,5.450721027858649e+29,647,24801
std_diff,0,1,non_sdc,0.07137722241300455,7958,126662
std_diff,0,1,non_significant_sdc,0.07131511730349899,8526,154923
std_diff,0,1,significant_sdc,1.7188069738672088e+31,1239,53927
std_diff,1,2,non_sdc,0.024290036839038392,7958,126662
std_diff,1,2,non_significant_sdc,0.025515040383427053,8526,154923
std_diff,1,2,significant_sdc,3.3464671485678334e+29,1219,52970
std_diff,2,3,non_sdc,0.025294184637311024,7958,126662
std_diff,2,3,non_significant_sdc,0.025552118372238825,8526,154923
std_diff,2,3,significant_sdc,7.737364390030805e+29,1205,52199
std_diff,3,4,non_sdc,0.03908527307679753,7958,126662
std_diff,3,4,non_significant_sdc,0.03983278672679339,8526,154923
std_diff,3,4,significant_sdc,1.720707086634764e+30,1183,51110
std_diff,4,5,non_sdc,0.037572785304484164,7958,126662
std_diff,4,5,non_significant_sdc,0.036564899810083255,8526,154923
std_diff,4,5,significant_sdc,2.7479046590201823e+30,1164,50275
std_diff,5,6,non_sdc,0.02750769260377089,7958,126662
std_diff,5,6,non_significant_sdc,0.027469274668569906,8526,154923
std_diff,5,6,significant_sdc,3.165746461028508e+30,1148,49491
std_diff,6,7,non_sdc,0.03008695458721571,7958,126662
std_diff,6,7,non_significant_sdc,0.03103371997638459,8526,154923
std_diff,6,7,significant_sdc,1.9970787685879818e+30,1131,48567
std_diff,7,8,non_sdc,0.03519093505749589,7958,126662
std_diff,7,8,non_significant_sdc,0.03485966111631491,8526,154923
std_diff,7,8,significant_sdc,4.018316848618986e+29,1103,47191
std_diff,8,9,non_sdc,0.04321043107895434,7958,126662
std_diff,8,9,non_significant_sdc,0.044846750764827525,8526,154923
std_diff,8,9,significant_sdc,4.724661853377847e+30,1073,45693
std_diff,9,10,non_sdc,0.037324311967113714,7958,126662
std_diff,9,10,non_significant_sdc,0.03608168205005148,8526,154923
std_diff,9,10,significant_sdc,3.2205689319188535e+30,1056,44983
std_diff,10,11,non_sdc,0.03680494189522959,7958,126662
std_diff,10,11,non_significant_sdc,0.03812707293536954,8526,154923
std_diff,10,11,significant_sdc,4.867994776846103e+31,1042,44215
std_diff,11,12,non_sdc,0.03211400831106944,7958,126662
std_diff,11,12,non_significant_sdc,0.03201173022237769,8526,154911
std_diff,11,12,significant_sdc,6.687438270877076e+30,1017,42880
std_diff,12,13,non_sdc,0.04399745971404911,7958,126662
std_diff,12,13,non_significant_sdc,0.04625759261738829,8526,154885
std_diff,12,13,significant_sdc,5.7377712852343026e+29,980,41232
std_diff,13,14,non_sdc,0.040984397050698854,7958,126662
std_diff,13,14,non_significant_sdc,0.04164032779949741,8526,154885
std_diff,13,14,significant_sdc,1.7839855892597846e+31,965,40508
std_diff,14,15,non_sdc,0.0428952956063974,7958,126662
std_diff,14,15,non_significant_sdc,0.04547683917424948,8526,154885
std_diff,14,15,significant_sdc,7.87767244998572e+31,948,39616
std_diff,15,16,non_sdc,0.047502121742386993,7958,126662
std_diff,15,16,non_significant_sdc,0.05110772232169363,8526,154885
std_diff,15,16,significant_sdc,2.5404326702466703e+30,938,39117
std_diff,16,17,non_sdc,0.04979743754934331,7958,126662
std_diff,16,17,non_significant_sdc,0.04959499897992644,8526,154885
std_diff,16,17,significant_sdc,2.4110980354488972e+30,907,37682
std_diff,17,18,non_sdc,0.07397246376817268,7958,126662
std_diff,17,18,non_significant_sdc,0.07753890024541898,8526,154885
std_diff,17,18,significant_sdc,1.3645397287927996e+30,894,37021
std_diff,18,19,non_sdc,0.09091233286608186,7958,126662
std_diff,18,19,non_significant_sdc,0.09477718864262481,8526,154885
std_diff,18,19,significant_sdc,2.093718433983975e+30,885,36551
std_diff,19,20,non_sdc,0.08719752883877854,7958,126662
std_diff,19,20,non_significant_sdc,0.09024069013626883,8526,154885
std_diff,19,20,significant_sdc,2.2999008415096704e+30,855,35089
std_diff,20,21,non_sdc,0.1505746223084722,7958,126662
std_diff,20,21,non_significant_sdc,0.1513148611139032,8526,154885
std_diff,20,21,significant_sdc,3.901090028228467e+30,810,32916
std_diff,21,22,non_sdc,0.14425589831270066,7958,126662
std_diff,21,22,non_significant_sdc,0.1373697588758248,8526,154885
std_diff,21,22,significant_sdc,9.005879575511407e+29,795,32185
std_diff,22,23,non_sdc,0.1521425662583416,7958,126662
std_diff,22,23,non_significant_sdc,0.15848889487174642,8526,154885
std_diff,22,23,significant_sdc,7.598370386640999e+30,771,31004
std_diff,23,24,non_sdc,0.15340081391247656,7958,126662
std_diff,23,24,non_significant_sdc,0.15380666502140716,8526,154885
std_diff,23,24,significant_sdc,4.362564782253057e+30,747,29819
std_diff,24,25,non_sdc,0.1895655408106185,7958,126662
std_diff,24,25,non_significant_sdc,0.19323625890949625,8526,154885
std_diff,24,25,significant_sdc,6.214887228108025e+30,718,28344
std_diff,25,26,non_sdc,0.18762459700722847,7958,126662
std_diff,25,26,non_significant_sdc,0.19032257351732904,8526,154885
std_diff,25,26,significant_sdc,3.187875854995033e+30,684,26644
std_diff,26,27,non_sdc,0.27672607374085834,7958,126662
std_diff,26,27,non_significant_sdc,0.3223578921764958,8526,154849
std_diff,26,27,significant_sdc,9.55346400191716e+30,647,24801
l2_distance,0,1,non_sdc,0.9326395973659567,7958,126662
l2_distance,0,1,non_significant_sdc,0.9545853888734489,8526,154923
l2_distance,0,1,significant_sdc,31515469346.541744,1223,53143
l2_distance,1,2,non_sdc,0.7255923937387564,7958,126662
l2_distance,1,2,non_significant_sdc,0.7489904908525729,8526,154923
l2_distance,1,2,significant_sdc,42748874575.98649,1210,52529
l2_distance,2,3,non_sdc,0.9088751741300133,7958,126662
l2_distance,2,3,non_significant_sdc,0.9410365739544465,8526,154923
l2_distance,2,3,significant_sdc,43430846546.724144,1191,51513
l2_distance,3,4,non_sdc,1.0027823301821686,7958,126662
l2_distance,3,4,non_significant_sdc,1.0289104371559836,8526,154923
l2_distance,3,4,significant_sdc,32484705355.038467,1166,50277
l2_distance,4,5,non_sdc,0.9895851526430253,7958,126662
l2_distance,4,5,non_significant_sdc,1.014312495458689,8526,154923
l2_distance,4,5,significant_sdc,6273814684906.336,1148,49491
l2_distance,5,6,non_sdc,1.179621224437381,7958,126662
l2_distance,5,6,non_significant_sdc,1.2147927080081184,8526,154923
l2_distance,5,6,significant_sdc,6306744799147.492,1136,48903
l2_distance,6,7,non_sdc,1.2128950056298893,7958,126662
l2_distance,6,7,non_significant_sdc,1.2665766075148122,8526,154923
l2_distance,6,7,significant_sdc,309258460486.0308,1116,47832
l2_distance,7,8,non_sdc,1.3596448344165475,7958,126662
l2_distance,7,8,non_significant_sdc,1.4098299066565885,8526,154923
l2_distance,7,8,significant_sdc,317801511994.5441,1086,46358
l2_distance,8,9,non_sdc,1.5712358789309555,7958,126662
l2_distance,8,9,non_significant_sdc,1.610979854610707,8526,154923
l2_distance,8,9,significant_sdc,3159199078039.9795,1055,44811
l2_distance,9,10,non_sdc,1.4584026972507098,7958,126662
l2_distance,9,10,non_significant_sdc,1.5091445948508764,8526,154923
l2_distance,9,10,significant_sdc,3367495047139.517,1044,44395
l2_distance,10,11,non_sdc,1.4342730019941783,7958,126662
l2_distance,10,11,non_significant_sdc,1.4781940152093316,8526,154923
l2_distance,10,11,significant_sdc,177560546169.07156,1029,43578
l2_distance,11,12,non_sdc,1.4479283931889544,7958,126662
l2_distance,11,12,non_significant_sdc,1.505962254652933,8526,154911
l2_distance,11,12,significant_sdc,803919705763.3339,1000,42047
l2_distance,12,13,non_sdc,1.6376673564563329,7958,126662
l2_distance,12,13,non_significant_sdc,1.7123234232062243,8526,154885
l2_distance,12,13,significant_sdc,876076174477.911,967,40595
l2_distance,13,14,non_sdc,1.5915747713430295,7958,126662
l2_distance,13,14,non_significant_sdc,1.6439607262397584,8526,154885
l2_distance,13,14,significant_sdc,154403239217.28537,946,39577
l2_distance,14,15,non_sdc,1.7227164255826724,7958,126662
l2_distance,14,15,non_significant_sdc,1.771803694027118,8526,154885
l2_distance,14,15,significant_sdc,372342564907.82733,937,39077
l2_distance,15,16,non_sdc,1.7064104636541946,7958,126662
l2_distance,15,16,non_significant_sdc,1.7668906613675088,8526,154885
l2_distance,15,16,significant_sdc,208042353731669.12,921,38284
l2_distance,16,17,non_sdc,1.790918305519076,7958,126662
l2_distance,16,17,non_significant_sdc,1.8337463192585237,8526,154885
l2_distance,16,17,significant_sdc,214359708491159.97,893,36996
l2_distance,17,18,non_sdc,2.3017956148025465,7958,126662
l2_distance,17,18,non_significant_sdc,2.371309210096218,8526,154885
l2_distance,17,18,significant_sdc,70449513254.61884,884,36531
l2_distance,18,19,non_sdc,2.7590207565004934,7958,126662
l2_distance,18,19,non_significant_sdc,2.820227820064021,8526,154885
l2_distance,18,19,significant_sdc,1481990752640.9934,873,35963
l2_distance,19,20,non_sdc,2.6067989870565413,7958,126662
l2_distance,19,20,non_significant_sdc,2.6781880852950186,8526,154885
l2_distance,19,20,significant_sdc,12469008171979.47,838,34256
l2_distance,20,21,non_sdc,3.570096187694299,7958,126662
l2_distance,20,21,non_significant_sdc,3.6532322766641756,8526,154885
l2_distance,20,21,significant_sdc,6603378326486279.0,802,32524
l2_distance,21,22,non_sdc,3.5382809486548403,7958,126662
l2_distance,21,22,non_significant_sdc,3.5214761696888743,8526,154885
l2_distance,21,22,significant_sdc,6720777232110370.0,787,31793
l2_distance,22,23,non_sdc,4.141187390135581,7958,126662
l2_distance,22,23,non_significant_sdc,4.221043464303947,8526,154885
l2_distance,22,23,significant_sdc,6411385635257.359,760,30465
l2_distance,23,24,non_sdc,4.042214890889089,7958,126662
l2_distance,23,24,non_significant_sdc,4.150098715202123,8526,154885
l2_distance,23,24,significant_sdc,2666016591110156.0,740,29476
l2_distance,24,25,non_sdc,4.730083970948138,7958,126662
l2_distance,24,25,non_significant_sdc,4.839572112836422,8526,154885
l2_distance,24,25,significant_sdc,2787578876952513.5,707,27805
l2_distance,25,26,non_sdc,5.414817272315349,7958,126662
l2_distance,25,26,non_significant_sdc,5.536385360942971,8526,154885
l2_distance,25,26,significant_sdc,347190908371054.5,672,26056
l2_distance,26,27,non_sdc,8.317280868173986,7958,126662
l2_distance,26,27,non_significant_sdc,8.949522483974027,8526,154849
l2_distance,26,27,significant_sdc,368922753256038.7,640,24506
