model,dataset,src_layer,tgt_layer,sdc_group,mean_cos_sim,sample_count,finite_step_count
LLaVA-1.5-7B,LingoQA,24,25,significant_sdc,0.5477904133689896,245,5906
LLaVA-1.5-7B,LingoQA,25,26,clean,0.9773197055914664,4791,35451
LLaVA-1.5-7B,LingoQA,25,26,sdc,0.8903339012181177,929,15711
LLaVA-1.5-7B,LingoQA,25,26,significant_sdc,0.7948807959894355,229,5122
LLaVA-1.5-7B,LingoQA,26,27,clean,0.9772535774317466,4791,35451
LLaVA-1.5-7B,LingoQA,26,27,sdc,0.8528421779416535,921,15319
LLaVA-1.5-7B,LingoQA,26,27,significant_sdc,0.7235945211771888,221,4730
LLaVA-1.5-7B,LingoQA,27,28,clean,0.9736863786356121,4791,35451
LLaVA-1.5-7B,LingoQA,27,28,sdc,0.8556546337420144,907,14633
LLaVA-1.5-7B,LingoQA,27,28,significant_sdc,0.7462305498850339,207,4044
LLaVA-1.5-7B,LingoQA,28,29,clean,0.9710105588658742,4791,35451
LLaVA-1.5-7B,LingoQA,28,29,sdc,0.8592271932466583,898,14192
LLaVA-1.5-7B,LingoQA,28,29,significant_sdc,0.7637205595815336,198,3603
LLaVA-1.5-7B,LingoQA,29,30,clean,0.978117494817327,4791,35451
LLaVA-1.5-7B,LingoQA,29,30,sdc,0.8506007788752894,886,13604
LLaVA-1.5-7B,LingoQA,29,30,significant_sdc,0.7699397307320078,187,3064
LLaVA-1.5-7B,LingoQA,30,31,clean,0.9848422531537101,4791,35451
LLaVA-1.5-7B,LingoQA,30,31,sdc,0.8989302653299305,852,11938
LLaVA-1.5-7B,LingoQA,30,31,significant_sdc,0.8393451200173158,154,1447
