model,vanilla_latency_mean_ms,sieve_latency_mean_ms,end_to_end_overhead_percent,overhead_ci95_low_percent,overhead_ci95_high_percent,throughput_change_percent,detection_ready_mean_ms,detection_ready_p95_ms,detection_after_prefill_mean_ms,detection_after_prefill_p95_ms,extra_peak_allocated_mb,steps_processed
Qwen2.5-VL-7B,538.041944965953,544.060181666282,1.118544150068046,0.8059986273476633,1.422942219853333,-0.9105354721140824,352.86257231840864,356.1208837782033,148.84747886331752,151.39091338496655,1.1796875,"{""2"": 200}"
InternVL3-8B,671.7548899701796,676.6580433148192,0.7299021440480002,0.356634900367484,1.3102858802927864,-0.7246131769335085,366.9413092249306,375.85469671175815,44.32602085347753,46.27067024121061,1.1796875,"{""2"": 200}"
LLaVA-1.5-7B,252.503904014593,255.87616579199675,1.335528569573663,1.1119070243992375,1.5793999490232673,-1.317927274299202,208.86698490357958,221.6925070504658,93.85987627552822,103.47286630421877,145.67578125,"{""1"": 40, ""2"": 160}"
